"","landscape_seed","starting_index","fitness_avg","fitness_var","fitness_min","fitness_max","count","starting_fitness","x","y","frac_1","frac_2","frac_3"
"1",NA,0,1.21,0,1.21,1.21,72,1.210002,0,0.5,1,0,0
"2",NA,1,1.21,0,1.21,1.21,72,0,0.166666666666667,0.142857142857143,1,0,0
"3",NA,2,1.21,0,1.21,1.21,100,0,0.166666666666667,0.285714285714286,1,0,0
"4",NA,3,1.230933,0.0228247422333333,0,1.4641,100,0,0.333333333333333,0.0625,0.86,0.13,0.01
"5",NA,4,1.21,0,1.21,1.21,100,0,0.166666666666667,0.428571428571429,1,0,0
"6",NA,5,1.243638,0.0253853644,0,1.4641,100,0,0.333333333333333,0.125,0.81,0.18,0.01
"7",NA,6,1.225851,0.0217091867666667,0,1.4641,100,0,0.333333333333333,0.1875,0.88,0.11,0.01
"8",NA,7,1.305832,0.0690040090666667,0,1.4641,100,0,0.5,0.0476190476190476,0.45,0.52,0.03
"9",NA,8,1.21,0,1.21,1.21,100,0,0.166666666666667,0.571428571428571,1,0,0
"10",NA,9,1.216292,0.0373640686222222,0,1.4641,100,0,0.333333333333333,0.25,0.86,0.12,0.02
"11",NA,10,1.248115,0.0083154225,1.21,1.4641,100,0,0.333333333333333,0.3125,0.85,0.15,0
"12",NA,11,1.304622,0.0331371084,0,1.4641,100,0,0.5,0.0952380952380952,0.57,0.42,0.01
"13",NA,12,1.21121,0.0360981988888889,0,1.4641,100,0,0.333333333333333,0.375,0.88,0.1,0.02
"14",NA,13,1.283568,0.0849937557333333,0,1.4641,100,0,0.5,0.142857142857143,0.48,0.48,0.04
"15",NA,14,1.310914,0.0692984262666667,0,1.4641,100,0,0.5,0.19047619047619,0.43,0.54,0.03
"16",NA,15,1.428526,0.0078523676,1.21,1.4641,100,0,0.666666666666667,0.0625,0.14,0.86,0
"17",NA,16,1.21,0,1.21,1.21,100,0,0.166666666666667,0.714285714285714,1,0,0
"18",NA,17,1.237951,0.0063849401,1.21,1.4641,100,0,0.333333333333333,0.4375,0.89,0.11,0
"19",NA,18,1.218228,0.0199380250666667,0,1.4641,100,0,0.333333333333333,0.5,0.91,0.08,0.01
"20",NA,19,1.284173,0.102953308455556,0,1.4641,100,0,0.5,0.238095238095238,0.42,0.53,0.05
"21",NA,20,1.227787,0.0042457569,1.21,1.4641,100,0,0.333333333333333,0.5625,0.93,0.07,0
"22",NA,21,1.25114,0.0983224488888889,0,1.4641,100,0,0.5,0.285714285714286,0.55,0.4,0.05
"23",NA,22,1.303291,0.0688372347666667,0,1.4641,100,0,0.5,0.333333333333333,0.46,0.51,0.03
"24",NA,23,1.424049,0.0265540267666667,0,1.4641,100,0,0.666666666666667,0.125,0.1,0.89,0.01
"25",NA,24,1.245574,0.0078523676,1.21,1.4641,100,0,0.333333333333333,0.625,0.86,0.14,0
"26",NA,25,1.293732,0.0859875690666667,0,1.4641,100,0,0.5,0.380952380952381,0.44,0.52,0.04
"27",NA,26,1.340196,0.0341893082666667,0,1.4641,100,0,0.5,0.428571428571429,0.43,0.56,0.01
"28",NA,27,1.406867,0.0471702111222222,0,1.4641,100,0,0.666666666666667,0.1875,0.11,0.87,0.02
"29",NA,28,1.322409,0.0339827814333333,0,1.4641,100,0,0.5,0.476190476190476,0.5,0.49,0.01
"30",NA,29,1.431067,0.0073762689,1.21,1.4641,100,0,0.666666666666667,0.25,0.13,0.87,0
"31",NA,30,1.413885,0.0282360558333333,0,1.4641,100,0,0.666666666666667,0.3125,0.14,0.85,0.01
"32",NA,31,1.4641,0,1.4641,1.4641,100,0,0.833333333333333,0.142857142857143,0,1,0
"33",NA,32,1.21,0,1.21,1.21,100,0,0.166666666666667,0.857142857142857,1,0,0
"34",NA,33,1.220769,0.0205414561,0,1.4641,100,0,0.333333333333333,0.6875,0.9,0.09,0.01
"35",NA,34,1.208669,0.0354456983222222,0,1.4641,100,0,0.333333333333333,0.75,0.89,0.09,0.02
"36",NA,35,1.293127,0.0680396995666667,0,1.4641,100,0,0.5,0.523809523809524,0.5,0.47,0.03
"37",NA,36,1.241097,0.0248993275666667,0,1.4641,100,0,0.333333333333333,0.8125,0.82,0.17,0.01
"38",NA,37,1.26324,0.0823800266666667,0,1.4641,100,0,0.5,0.571428571428571,0.56,0.4,0.04
"39",NA,38,1.280422,0.0667492950666667,0,1.4641,100,0,0.5,0.619047619047619,0.55,0.42,0.03
"40",NA,39,1.429131,0.0256347494333333,0,1.4641,100,0,0.666666666666667,0.375,0.08,0.91,0.01
"41",NA,40,1.230933,0.0228247422333333,0,1.4641,100,0,0.333333333333333,0.875,0.86,0.13,0.01
"42",NA,41,1.268322,0.0831117217333333,0,1.4641,100,0,0.5,0.666666666666667,0.54,0.42,0.04
"43",NA,42,1.275945,0.0841114358333333,0,1.4641,100,0,0.5,0.714285714285714,0.51,0.45,0.04
"44",NA,43,1.42659,0.02610091,0,1.4641,100,0,0.666666666666667,0.4375,0.09,0.9,0.01
"45",NA,44,1.292522,0.0500910906222222,0,1.4641,100,0,0.5,0.761904761904762,0.56,0.42,0.02
"46",NA,45,1.396703,0.0484994364555556,0,1.4641,100,0,0.666666666666667,0.5,0.15,0.83,0.02
"47",NA,46,1.424049,0.0265540267666667,0,1.4641,100,0,0.666666666666667,0.5625,0.1,0.89,0.01
"48",NA,47,1.4641,0,1.4641,1.4641,100,0,0.833333333333333,0.285714285714286,0,1,0
"49",NA,48,1.245574,0.0078523676,1.21,1.4641,100,0,0.333333333333333,0.9375,0.86,0.14,0
"50",NA,49,1.303291,0.0688372347666667,0,1.4641,100,0,0.5,0.80952380952381,0.46,0.51,0.03
"51",NA,50,1.330032,0.0341495557333333,0,1.4641,100,0,0.5,0.857142857142857,0.47,0.52,0.01
"52",NA,51,1.428526,0.0078523676,1.21,1.4641,100,0,0.666666666666667,0.625,0.14,0.86,0
"53",NA,52,1.332573,0.0341790595666667,0,1.4641,100,0,0.5,0.904761904761905,0.46,0.53,0.01
"54",NA,53,1.431067,0.0073762689,1.21,1.4641,100,0,0.666666666666667,0.6875,0.13,0.87,0
"55",NA,54,1.433608,0.0068871264,1.21,1.4641,100,0,0.666666666666667,0.75,0.12,0.88,0
"56",NA,55,1.4641,0,1.4641,1.4641,100,0,0.833333333333333,0.428571428571429,0,1,0
"57",NA,56,1.307768,0.0512277646222222,0,1.4641,100,0,0.5,0.952380952380952,0.5,0.48,0.02
"58",NA,57,1.396703,0.0484994364555556,0,1.4641,100,0,0.666666666666667,0.8125,0.15,0.83,0.02
"59",NA,58,1.433608,0.0068871264,1.21,1.4641,100,0,0.666666666666667,0.875,0.12,0.88,0
"60",NA,59,1.4641,0,1.4641,1.4641,100,0,0.833333333333333,0.571428571428571,0,1,0
"61",NA,60,1.443772,0.0048001184,1.21,1.4641,100,0,0.666666666666667,0.9375,0.08,0.92,0
"62",NA,61,1.4641,0,1.4641,1.4641,100,0,0.833333333333333,0.714285714285714,0,1,0
"63",NA,62,1.4641,0,1.4641,1.4641,100,0,0.833333333333333,0.857142857142857,0,1,0
"64",NA,63,1.4641,0,1.4641,1.4641,100,1.464102,1,0.5,0,1,0
